pre,post,weight,pre_group,post_group,pre_x,post_x,weight_x,pre_y,post_y,weight_y
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940621698542,53,720575940621698542,720575940620625880,9
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940627921182,8
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940621257340,7
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940620625880,23
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940632512156,9
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940621257340,7
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940620625880,6
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940642312136,5
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940624007207,6,720575940624007207,720575940627921182,5
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940621257340,9
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940632512156,9
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940620625880,8
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940627921182,6
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940620625880,13
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940632512156,8
720575940611849178,720575940617671285,6,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637861294,5,720575940637861294,720575940642312136,7
720575940625450498,720575940623507273,6,Ir94e,GNG.SLP.T2 (R),720575940623507273,720575940624247787,24,720575940624247787,720575940621257340,10
720575940625696601,720575940626941080,6,Ir94e,hop 1 gaba interneuron,720575940626941080,720575940617898456,11,720575940617898456,720575940642312136,5
720575940625696601,720575940626941080,6,Ir94e,hop 1 gaba interneuron,720575940626941080,720575940623079095,10,720575940623079095,720575940642312136,13
720575940625696601,720575940626941080,6,Ir94e,hop 1 gaba interneuron,720575940626941080,720575940632603548,5,720575940632603548,720575940642312136,7
720575940610683315,720575940619034782,6,Ir94e,GNG.SLP.T2 (L),720575940619034782,720575940624247787,37,720575940624247787,720575940621257340,10
720575940628198503,720575940604891360,6,Ir94e,hop 1 gaba interneuron,720575940604891360,720575940629861163,22,720575940629861163,720575940620625880,56
720575940628198503,720575940604891360,6,Ir94e,hop 1 gaba interneuron,720575940604891360,720575940629861163,22,720575940629861163,720575940621257340,21
720575940628198503,720575940604891360,6,Ir94e,hop 1 gaba interneuron,720575940604891360,720575940629861163,22,720575940629861163,720575940627921182,10
720575940628198503,720575940604891360,6,Ir94e,hop 1 gaba interneuron,720575940604891360,720575940649812857,15,720575940649812857,720575940621257340,8
720575940628198503,720575940604891360,6,Ir94e,hop 1 gaba interneuron,720575940604891360,720575940649812857,15,720575940649812857,720575940620625880,5
720575940628198503,720575940604891360,6,Ir94e,hop 1 gaba interneuron,720575940604891360,720575940616127931,7,720575940616127931,720575940620625880,8
720575940631082124,720575940623696362,6,Ir94e,hop 1 gaba interneuron,720575940623696362,720575940616127931,29,720575940616127931,720575940620625880,8
720575940624079544,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940621698542,21,720575940621698542,720575940620625880,9
720575940624079544,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637861294,8,720575940637861294,720575940642312136,7
720575940624079544,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940620625880,13
720575940624079544,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940632512156,8
720575940624079544,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940624007207,5,720575940624007207,720575940627921182,5
720575940624079544,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940621257340,9
720575940624079544,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940632512156,9
720575940624079544,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940620625880,8
720575940624079544,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940627921182,6
720575940638813016,720575940624266061,5,Ir94e,hop 1 acetylcholine interneuron,720575940624266061,720575940617898456,19,720575940617898456,720575940642312136,5
720575940638813016,720575940624266061,5,Ir94e,hop 1 acetylcholine interneuron,720575940624266061,720575940620038433,9,720575940620038433,720575940627921182,7
720575940614211295,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940621698542,21,720575940621698542,720575940620625880,9
720575940614211295,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637861294,8,720575940637861294,720575940642312136,7
720575940614211295,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940620625880,13
720575940614211295,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940632512156,8
720575940614211295,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940624007207,5,720575940624007207,720575940627921182,5
720575940614211295,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940621257340,9
720575940614211295,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940632512156,9
720575940614211295,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940620625880,8
720575940614211295,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940627921182,6
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940621698542,53,720575940621698542,720575940620625880,9
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940627921182,8
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940621257340,7
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940620625880,23
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940632512156,9
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940621257340,7
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940620625880,6
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940642312136,5
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940624007207,6,720575940624007207,720575940627921182,5
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940621257340,9
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940632512156,9
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940620625880,8
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940627921182,6
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940620625880,13
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940632512156,8
720575940627402568,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637861294,5,720575940637861294,720575940642312136,7
720575940628198503,720575940610956334,5,Ir94e,hop 1 gaba interneuron,720575940610956334,720575940624762300,37,720575940624762300,720575940620625880,10
720575940628198503,720575940610956334,5,Ir94e,hop 1 gaba interneuron,720575940610956334,720575940628771587,9,720575940628771587,720575940632512156,5
720575940614211295,720575940613524973,5,Ir94e,hop 1 acetylcholine interneuron,720575940613524973,720575940620122503,6,720575940620122503,720575940621257340,14
720575940614211295,720575940613524973,5,Ir94e,hop 1 acetylcholine interneuron,720575940613524973,720575940620122503,6,720575940620122503,720575940620625880,11
720575940614211295,720575940613524973,5,Ir94e,hop 1 acetylcholine interneuron,720575940613524973,720575940604395436,6,720575940604395436,720575940621257340,7
720575940614211295,720575940613524973,5,Ir94e,hop 1 acetylcholine interneuron,720575940613524973,720575940604395436,6,720575940604395436,720575940620625880,6
720575940614211295,720575940613524973,5,Ir94e,hop 1 acetylcholine interneuron,720575940613524973,720575940604395436,6,720575940604395436,720575940642312136,5
720575940627438906,720575940623507273,5,Ir94e,GNG.SLP.T2 (R),720575940623507273,720575940624247787,24,720575940624247787,720575940621257340,10
720575940610683315,720575940623696362,5,Ir94e,hop 1 gaba interneuron,720575940623696362,720575940616127931,29,720575940616127931,720575940620625880,8
720575940621898665,720575940623507273,5,Ir94e,GNG.SLP.T2 (R),720575940623507273,720575940624247787,24,720575940624247787,720575940621257340,10
720575940610683315,720575940627709956,5,Ir94e,hop 1 glutamate interneuron,720575940627709956,720575940625005239,16,720575940625005239,720575940620625880,37
720575940610683315,720575940627709956,5,Ir94e,hop 1 glutamate interneuron,720575940627709956,720575940620122503,5,720575940620122503,720575940621257340,14
720575940610683315,720575940627709956,5,Ir94e,hop 1 glutamate interneuron,720575940627709956,720575940620122503,5,720575940620122503,720575940620625880,11
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940621698542,53,720575940621698542,720575940620625880,9
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940627921182,8
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940631371991,8,720575940631371991,720575940621257340,7
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940620625880,23
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940616187754,7,720575940616187754,720575940632512156,9
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940621257340,7
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940620625880,6
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940604395436,7,720575940604395436,720575940642312136,5
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940624007207,6,720575940624007207,720575940627921182,5
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940621257340,9
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940632512156,9
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940620625880,8
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637878854,6,720575940637878854,720575940627921182,6
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940620625880,13
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940617406548,5,720575940617406548,720575940632512156,8
720575940626016017,720575940617671285,5,Ir94e,GNG.SLP.T1 (L),720575940617671285,720575940637861294,5,720575940637861294,720575940642312136,7
720575940612920386,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940621698542,21,720575940621698542,720575940620625880,9
720575940612920386,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637861294,8,720575940637861294,720575940642312136,7
720575940612920386,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940620625880,13
720575940612920386,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940617406548,7,720575940617406548,720575940632512156,8
720575940612920386,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940624007207,5,720575940624007207,720575940627921182,5
720575940612920386,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940621257340,9
720575940612920386,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940632512156,9
720575940612920386,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940620625880,8
720575940612920386,720575940616759014,5,Ir94e,GNG.SLP.T1 (R),720575940616759014,720575940637878854,5,720575940637878854,720575940627921182,6
720575940638218173,720575940619034782,5,Ir94e,GNG.SLP.T2 (L),720575940619034782,720575940624247787,37,720575940624247787,720575940621257340,10
